text,label
leonardo dicaprio membantu mengumpulkan $1 juta untuk amal dengan perjalanan ke luar angkasa,1
tablet sony xperia z2. (gambar: sony seluler).,2
"twitter, omnicom mencapai kesepakatan iklan seluler $230 juta",0
araabmuzik meluncurkan remix dari 'summertime sadness' karya lana del rey,1
"elon musk mengkonfirmasi pendaratan bersejarah spacex, menggugat angkatan udara as",2
kesepakatan apple-ibm merugikan blackberry,2
"pengecer online berusaha membangun alibaba di india, tantang amazon",0
justin bieber minta maaf atas lelucon rasisnya,1
sun pharma memperpanjang kenaikan di atas 2% di bse,0
miley cyrus 'jauh lebih baik' setelah bereaksi,1
gandum ue terus memantul dari level terendah dalam empat bulan,0
"ford, chrysler mengumumkan penarikan kendaraan baru",2
nasa ingin melepaskan robot 'swarmies' ke dunia asing,2
sf meminta aplikasi monkeyparking berhenti melelang ruang,0
"samsung galaxy note 4, lg g3, pantech vega iron 2 tahan air?",2
"ariana grande, jessie j & nicki minaj single baru 'bang bang' (video)",1
saham tiongkok kemungkinan akan bergerak dalam kisaran,0
truecar mengejutkan dengan keuntungan meskipun harga ipo buruk,0
"johnny weir terbuka tentang menceraikan suaminya yang kasar, victor weir-voronov",1
phil spencer mengambil alih segalanya di xbox,2
pembaruan 2-bnp mendekati penyelesaian hingga $9 miliar dengan otoritas as - sumber,0
imbal hasil obligasi spanyol dan italia turun ke rekor karena optimisme perekonomian,0
tanya jawab hashtag ceo twitter digagalkan oleh pengguna yang menantang pelecehan online ...,0
41 juta orang amerika berencana bepergian pada tanggal 4 juli meskipun harga bahan bakar tinggi,0
saham as kembali anjlok,0
3 hal yang dibenci para kritikus tentang tesla motors inc. minggu ini,2
"mengapa j.j. pemeran ""star wars"" abrams memberi sinyal harapan baru untuk waralaba",1
alibaba menjual dirinya kepada investor as,0
rekap 'game of thrones' musim 4 episode 10: 'anak-anak',1
foto karpet merah met gala 2014: para seleb tampil ganas dengan gaunnya,1
trailer the killing season 4: kasus baru dan kesimpulan klimaks,1
trailer tur perdana beyonce dan jay z: 8 cameo hollywood yang mungkin anda miliki ...,1
"john mccain: ""dampak mendalam"" jika rusia terlibat dalam kecelakaan pesawat",0
"medtronic setuju untuk merger, akan pindah ke irlandia",0
"peringatan pemegang saham tw telecom inc: rigrodsky & long, pa mengumumkan ...",0
"pasar pagi: gandum naik di timur tengah, kekhawatiran panen as",0
debut noah karya darren aronofsky mendapat reaksi hangat luke di mexico city,1
ponsel pintar amazon sedang dalam perjalanan,2
korea utara membuang komedi seth rogen the interview,1
pejabat tinggi perubahan iklim pbb menyerukan menteri kesehatan untuk mendukung ...,2
google mengincar dropcam bersamaan dengan ambisi keamanan rumah,2
cuplikan deposisi mengejutkan justin bieber: bintang pop akui xanax ilegal ...,1
"drake menjadi pembawa acara espy, tonton dialog, pertunjukan, dan dramanya (video)",1
"facebook meluncurkan aplikasi net gratis, dimulai di zambia",2
morgan stanley mengulangi general electric mengikuti alstom board ...,0
"simon cowell: saya ""menyesal"" berselingkuh dengan lauren silverman",1
presiden ncaa akan mengambil sikap dalam persidangan o'bannon,2
akankah komunitas terselamatkan? laporan terbaru membawa kabar buruk,1
maskapai penerbangan emirates memberikan pukulan besar bagi airbus,0
jolie: saya menyukai maleficent saat kecil,1
dapatkah anda mempertanyakan kebangkitan dan tetap menjadi seorang kristen?,1
para senator meminta para pembuat mobil untuk berbagi lebih banyak informasi tentang kecelakaan fatal,2
ubah ukuran teks untuk cerita,1
10 hal yang perlu diketahui hari rabu,2
kitab mormon dibersihkan di olivier awards,1
ftc mendorong tindakan keras,2
"sistem perdagangan di ""flash boys"" mempertimbangkan aplikasi pertukaran yang lebih cepat",0
ekonom di badan legislatif colorado memperkirakan pengurangan pajak ganja akan lebih kecil,0
united daily news: beijing tidak memahami hati warga hong kong,0
"eropa siap mengambil tindakan melawan inflasi yang rendah, kata mario draghi dari ecb",0
kredit gambar: barry wetcher,1
samsung galaxy core mini 4g g3568v siap menggebrak pasar china,2
robonaut humanoid stasiun luar angkasa nasa akhirnya mendapatkan kaki,2
google shopping express memperluas layanan pengiriman pada hari yang sama ke new york dan ...,0
khloe kardashian melakukan sesuatu yang gila pada penampilannya (foto),1
starbucks kini memungkinkan anda menyesap kopi dan mengisi daya ponsel anda secara nirkabel,2
jaksa agung new york menuduh barclays melakukan penipuan 'kolam gelap',0
warisan ikon chavez dirayakan,1
apakah kate middleton diundang ke pernikahan kim kardashian?,1
pertarungan amazon dengan hachette mencerminkan meningkatnya persaingan e-book dengan apple ...,2
"at&t, sprint dan verizon menolak mengunduh fitur booster di galaxy s5",2
akankah industri bitcoin turun bersama mt. gox?,0
bisakah captain america 3 menghadapi blockbuster batman dan superman?,1
presiden ecb memperingatkan spiral deflasi,0
unduh dan simulasikan android tv sekarang,2
bravo for weird: apa arti kemenangan cfda creatures of the wind bagi amerika ...,1
pembaruan lg g flex android 4.4 kit kat dirilis di korea selatan,2
euro stabil untuk saat ini tetapi terlihat terkekang oleh prospek ecb,0
"facebook mati selama lima menit, membuat dunia menderita",2
daimler dan renault-nissan bekerja sama di pabrik baru di meksiko,2
draf 'like a rolling stone' karya dylan bisa terjual seharga $2 juta,1
hakim n.y.: surat perintah as dapat mencapai email microsoft yang disimpan di irlandia,2
8 video untuk membantu anda merayakan hari kebahagiaan internasional,1
pakar: tiongkok dan rusia menjalin hubungan yang lebih erat,0
powerpuff girls kembali ke cartoon network!,1
layanan pengiriman pada hari yang sama dari google diluncurkan di manhattan,0
trailer & pemeran film 'the hunger games: mockingjay part 1' 2014: promosi ...,1
siapa pun yang menjelajah dengan chrome akan segera dapat menggunakan salah satu ...,2
apple meluncurkan komputer imac tingkat pemula,2
fosil yang digali di bandara mungkin merupakan burung terbang terbesar yang pernah ditemukan,2
katakan itu tidak begitu! brandy & ryan press membatalkan pertunangan mereka (detail),1
"ceo blackberry tidak memiliki tawaran pembelian, bertujuan untuk membangun nilai",2
web untuk ditonton: trailer baru untuk 'orange is the new black',1
ulasan fajar planet kera,1
siswa memberikan ide untuk menghemat $400 juta hanya dengan mengganti font,2
amazon diperkirakan akan meluncurkan ponsel pintar berkemampuan 3d,2
"andre johnson, rapper yang memotong penisnya sendiri tidak akan disambungkan kembali",1
gm entah bagaimana mencatat penjualan terbaik sejak 2007,2
siemens dan mitsubishi mengumumkan tawaran bersama untuk operasi energi alstom,0
penawaran samsung galaxy s5 muncul menjelang tanggal rilis,2
sarah palin menyuarakan ketertarikannya bergabung dengan 'the view': haruskah dia?,1
regulator ingin maskapai penerbangan mengungkapkan biaya layanan dasar di muka,0
butuh buzz seluler? starbucks meluncurkan pengisian daya nirkabel secara nasional. (+video),2
katy perry benar-benar terkejut oleh blue ivy carter di vma,1
pendapatan perusahaan yang kuat mengangkat wall street,0
spacex 'membuat kemajuan' dalam menciptakan koloni mars permanen,2
rwe akan tetap berpegang pada strategi meskipun ada 'kekuatan yang menekan batu bara',0
michael jackson estate mengundang peniru hs ke las vegas,1
harry potter kembali dalam cerita baru jk rowling yang dirilis online,1
selena gomez melakukan retro merah dengan gaya seksi,1
bintang 'keluarga modern' sofia vergara berpisah dari tunangannya nick loeb,1
"barnes & noble, tim google menawarkan pengiriman di hari yang sama",0
klaim pengangguran as mendekati level terendah dalam tujuh tahun,0
promo bachelorette 2014 episode 8: andi dan teman-teman cari tahu tentang eric hill ...,1
tautan unduh ios 7.1.1 ipsw untuk iphone dan ipad - touch id dan keamanan ...,2
"wilayah baru: macfarlane, theron merintis jalan baru dengan komedi barat",1
samsung akan meluncurkan model premium galaxy s5 pada bulan agustus: lapor,2
spoiler american idol 2014: siapa yang akan memenangkan american idol 2014?,1
google now menawarkan deteksi kata cepat di seluruh sistem,2
"at&t terbang tinggi di bandara internasional charlotte douglas, peringkat #1",2
bisnis telepon nokia menunjukkan penurunan penjualan sebesar 30 persen,2
tertawa dan belajar? stephen colbert mengajarkan pemirsa lebih dari sekedar berita tradisional ...,1
"saham berjangka rebound, harga minyak stabil",0
"taiwan membangun pelabuhan senilai us$100 juta di laut cina selatan, tidak ada protes dari tiongkok",0
ford f-150 adalah mobil paling amerika pada tahun 2014,2
pembawa acara 'liberal' fox news mempermalukan bintang 'bachelorette' karena tidak menikah dengan pria setelah ...,1
rekap 'american idol 13': '10 finalis tampil',1
gm menarik kembali 56214 saturn auras karena kabel perpindahan transmisi bisa rusak,2
mariah carey menghabiskan ulang tahunnya di tampa bersama nick cannon,1
penjualan komputer tablet melebihi pc pada tahun 2015: survei,2
uji coba penyerangan chris brown ditunda + dia terlihat cukup kasar dalam fotonya ...,1
kembali ke masa lalu dengan oculus rift,2
bisakah dean baquet menyelamatkan times digital?,1
jennifer lawrence bersinar sebagai pengiring pengantin di pernikahan kakaknya,1
pertanyaan penting: apakah kim dan kanye memiliki catatan pernikahan?,1
general motors menarik 3 juta mobil lagi karena masalah pengapian,0
saksikan leonardo dicaprio menari seperti seorang kutu buku di coachella... mungkin,1
ejaan tori: 'dean mcdermott patah hatiku',1
konser avicii begitu menggila hingga lebih dari 30 orang dilarikan ke rumah sakit [video],1
ann b. davis mati: aktris yang berperan sebagai pengurus rumah tangga tercinta alice di 'the ...,1
pharrell menggunakan lagu hit viral untuk menandai hari kebahagiaan internasional,1
"nab membukukan laba 1h sebesar $2,86 miliar, memberikan pembaruan nextgen",0
selamat telur paskah! kembalinya clippy dari microsoft,2
merek dagang washington redskins dibatalkan,0
htc one m8 disebut tampan dan saingan asli galaxy s5,2
matt bomer tentang jantung normal dan bagaimana reaksi anak-anaknya terhadap penurunan berat badannya,1
dengarkan lagu baru hilary duff “chasing the sun” — luca menyukainya!,1
"samsung galaxy s5 vs samsung galaxy s duos 2 – desain, harga, daya tahan baterai ...",2
samsung menghadapi penurunan laba karena penjualan ponsel pintar mengecewakan,0
lindsay lohan menggugat karakter 'grand theft auto v',1
pengadilan terhadap menantu laki-laki bin laden dimulai di new york,0
"rosie o'donnell menambahkan pemeran the view lagi karena sial, tidak ada seorang pun ...",1
departemen keuangan as mengumumkan ipo ally financial,0
siapapun di as dapat membeli google glass selama penjualan satu hari ini,2
faa menyelidiki setelah pesawat tujuan vancouver nyaris mendekati ...,0
mengapa mars berada di dekat bulan pada malam gerhana?,2
ilmuwan memperkenalkan dinosaurus 'ayam dari neraka' ke dunia,2
coca-cola menjual lebih banyak minuman tetapi minuman soda,0
lagu baru michael jackson siap dirilis,1
w.va. bergabung dalam perjanjian chesapeake,0
sutradara 'godzilla' gareth edwards akan menyutradarai film spin-off 'star wars' pertama,1
tentu saja uber berencana menjadikan semua mobilnya otonom,2
perpisahan gwyneth paltrow bukanlah hal yang mengejutkan,1
"wilayah metro augusta memperoleh pekerjaan profesional, kehilangan pekerjaan perhotelan pada bulan mei",0
merger dapat menjernihkan suasana di sektor penyimpanan dolar,0
mengapa citigroup masih melakukan perdagangan di bawah nilai buku,0
caleb bankston yang selamat meninggal pada usia 26 tahun,1
'as menghadapi rancangan undang-undang perubahan iklim yang besar',0
nissan melihat peningkatan besar dalam laba fiskal q1,0
apa itu jumat agung?,1
oped tamu: masa depan obamacare di louisiana suram,0
iihs nilai mobil bekas terbaik untuk remaja,2
yahoo! inc. (nasdaq:yhoo) bergerak maju dengan teguh seiring kemajuan alibaba,0
sistem dekontaminasi fukushima mati,0
rob kardashian ditolak dan dicemooh kim kardashian dan kris jenner ...,1
paul walker - saudara laki-laki paul walker membantu menyelesaikan film,1
#firsttweet di twitter adalah sebuah ledakan dari masa lalu ketika mereka mempertimbangkan perubahan di masa depan,2
film antman: yang perlu diketahui tentangnya,1
penawaran hari pajak,0
keluarga maine dan manula untuk mendapatkan kredit pajak yang lebih besar,0
mengapa saham koninklijke philips (phg) lebih tinggi pagi ini,0
"biaya yang dikeluarkan untuk memerangi pemanasan global tidak terlalu besar, kata panel pbb",2
rapper andre johnson diduga memotong penisnya sendiri dan melompat dari balkon apartemen,1
gm recall saga kemungkinan tidak akan segera berakhir karena munculnya cacat baru,2
mccartney kembali ke panggung setelah dirawat di rumah sakit sebentar karena virus,1
"foto misteri cahaya di mars tidak menunjukkan kehidupan cerdas, kata nasa",2
beyonce tampil di sampul 'daftar 100 orang paling berpengaruh' majalah time,1
justin bieber berpose selfie tanpa baju setelah diperintahkan untuk mengatasi kemarahan,1
perkiraan pendapatan kuartal keempat pengecer video game gamestop meleset,0
pembicaraan forex harian: eur/usd berkinerja buruk,0
s&p city composites menunjukkan pertumbuhan harga rumah yang moderat,0
"lockheed martin space systems mendapat satelit pendeteksi rudal senilai $1,9 miliar ...",0
bing menanggapi keputusan 'hak untuk dilupakan': halo? ingat kita?,2
"gm menarik kembali 1,3 juta mobil lebih banyak pada malam dengar pendapat ceo",2
kim jong-un ancam perang dengan as jika seth rogen dan james franco 'the ...,1
mengirimnya ke tempat yang lebih tinggi? petugas bea cukai mencegat pengiriman kokain ...,0
halliburton memperkirakan pertumbuhan laba kuartalan,0
shia labeouf dibebaskan dari tahanan polisi,1
saham cbs outdoor naik di hari pertama perdagangan,0
sean combs kembali ke 'puff daddy' untuk album baru,1
ac/dc akan berhenti karena anggota band yang sakit: laporkan 0,1
macrumors: macbook air baru dengan pembaruan prosesor kecil,2
chris colfer mentweet tentang meninggalkan 'glee' sebagai kebohongan berkat seorang hacker,1
"pendapatan barnes & noble posting mengalahkan, akan spinoff nook media",0
tiongkok prihatin dengan kebijakan militer baru jepang,0
elon musk sedang mengalami hari yang menyenangkan,2
ibu paltrow kesal dengan berita 'pelepasan',1
mtv movie awards adalah festival plug-studio besar,1
"beyonce, blue ivy pamer manikur merah serasi (foto)",1
"honda recall minivan odyssey 886k, potensi kebocoran bahan bakar",2
"oneplus one diluncurkan, tanggal rilis q2 2014: spesifikasi kelas atas hanya £229",2
"american airlines, us airways menarik tarif dari situs web orbitz",0
ac/dc untuk dipisah? rumor menyebar di tengah laporan malcolm young,1
review samsung galaxy note 3 neo: 'poor man's note 3' adalah pilihan yang bagus ...,2
laporan perubahan iklim ipcc menunjukkan upaya untuk mengurangi emisi karbon masih jauh ...,2
keuntungan facebook meningkat tiga kali lipat seiring melonjaknya layanan seluler,0
foto adegan kematian kurt cobain baru dirilis,1
"inflasi tiongkok melambat menjadi 2,3 tahun ke tahun pada bulan juni",0
google merilis ponsel modular seharga $50 pada januari 2015,2
turki vs. twitter,0
peneliti utama facebook mengungkapkan penyesalannya atas studi rahasia 'suasana hati' tahun 2012,2
saham asia melemah,0
uji ketahanan iphone 5s teratas: belajar,2
"toyota membayar $1,2 miliar untuk menyembunyikan masalah ""akselerasi yang tidak diinginkan"".",2
masa depan politik hong kong dalam ketidakpastian,0
video astronot reid wiseman dari luar angkasa menjadi viral,2
ios 8 dan os x yosemite akan mengubah cara anda memotret,2
"kekacauan transportasi ketika taksi perancis ikut protes di eropa, kereta api mogok",0
tori spelling buka-bukaan soal skandal selingkuh suaminya,1
"lindsay airs - jadi, bagaimana menurut anda?",1
google membeli perusahaan drone yang dilaporkan menjadi target facebook,2
ceo tesla motors inc elon musk mengatakan dia mengumumkan paten perusahaannya kepada publik dalam penawaran ...,2
"macklemore, jewface, dan evolusi 'toko barang bekas'",1
enkripsi baru microsoft mempersulit memata-matai email anda,2
yahoo! terus menang bersama alibaba (dan kalah di tempat lain),2
bosh memberi tahu heat bahwa dia memilih tidak ikut,1
"weir group dari skotlandia mengincar pembelian saingannya dari finlandia, metso oyj, senilai $14,17 miliar",0
"""kristen stewart menjadi kursi sutradara untuk video musik baru"".",1
"netflix akan berekspansi ke jerman, prancis, dan swiss",0
pelanggaran data sally beauty: 25.000 pelanggan,0
neil patrick harris meninggalkan 'hedwig and the angry itch' di broadway,1
berlian seukuran bumi di luar angkasa,2
george dari fed melihat inflasi meningkat menuju target 2%.,0
netflix menghancurkan penyedia kecil penandatanganan pasar kabel as,1
angelina jolie: para ibu di hollywood tidak boleh mengeluh tentang 'rasa bersalah ibu',1
deutsche bank bertanya: bagaimana jika pandangan bearish eur kita salah?,0
htc one m7 vs. htc one m8: perbandingan spesifikasi,2
nama merek nokia harus disingkirkan,0
"lihat chris christie, jimmy fallon menari di sekitar masalah testy",1
warga texas mengaku tidak bersalah atas kematian korban masa kecilnya,2
ryan lewis dari macklemore membuktikan tidak ada yang tahu siapa dia atau apa yang dia lakukan ...,1
penawaran suku bunga hipotek 30 tahun bb&t bank rabu 16 april,0
yellen tetap optimis tetapi memperhatikan perumahan,0
cody walker terbuka tentang kematian saudaranya paul -- dan bagaimana dia berencana untuk ...,1
blackberry segel kesepakatan dengan amazon,0
nike menanggapi rumor penutupan fuelband,2
jessica simpson memamerkan tubuh bikini barunya setelah dua anak! (foto),1
'fargo' memberi aktris allison tolman terobosan besar,1
"peningkatan google glass menjelang i/o: dilengkapi dengan ram 2 gb, 11 aplikasi baru",2
tonton robin thicke mencoba memenangkan paula kembali di pertunjukan bet awards 2014,1
"macaulay culkin terburu-buru menikahi pacarnya yang mirip mila kunis, jordan ...",1
obama meminta mantan kepala p&g untuk memimpin administrasi veteran,0
"ifixit amazon fire phone pembongkaran: sulit diperbaiki, skor kemampuan perbaikan 3/10",2
pentagon ingin anda menghabiskan banyak waktu di facebook,2
punya pertanyaan tentang ekstensi healthcare.gov? jangan berharap banyak jawaban,0
murdoch bersaing untuk menjadi raja media as,0
at&t mungkin tidak mengikuti lelang spektrum 2015 karena aturan dustup,2
dj legendaris chicago house frankie knuckles meninggal pada usia 59 tahun,1
beranda whatson dr. disc menjadi episentrum record store day...,1
mengapa anda harus menonton 'elway to marino' daripada 'draft day',1
"biaya litigasi membebani, tapi hasil 1qfy14 bank of america mengalahkan ...",0
"miranda kerr telanjang, bilang dia biseksual",1
"mosaik selfie global 3,2 gigapiksel hari bumi milik nasa menjadi viral",2
para aktivis menyalahkan gelombang pemadaman daring yang terjadi di tiongkok sebagai penyebab protes di hong kong,0
eksekutif perusahaan mainan yang membantu menciptakan gi joe meninggal,1
apakah saham tesla telah mencapai titik terendah? ikuti jajak pendapat kami,0
"'aku menanyakan ibumu untukmu, dia bilang kamu terlalu muda': lagu tentang rolf ...",1
ac/dc akan berhenti karena anggota band yang sakit: laporkan 0,1
zoe saldana menghindari menonton rosemary's baby sebelum tv dibuat ulang,1
pidato ce pada resepsi perayaan 17 tahun berdirinya ...,0
kesepakatan baru pada office 365 untuk bisnis australia,2
penjaga keamanan terluka parah setelah kerumunan menyerbu pagar di ultra fest,1
box office: 'divergent' mungkin tidak akan mencapai peluncuran lebih dari $60 juta,1
s&p/case shiller: semoga harga rumah naik pada tingkat paling lambat sejak februari 2013,0
harley-davidson memperkenalkan prototipe sepeda motor listrik,2
nasa merilis peta baru triton bulan neptunus untuk menandai hari jadi ke-25 ...,2
target mempekerjakan eksekutif pepsi brian cornell sebagai ceo,0
taylor swift mengalahkan beyonce dan justin timberlake ke daftar teratas artis musik terbesar ...,1
irs memberikan bonus kepada 1.100 orang yang berhutang pajak,0
tur beyonce 'drunk in love' dengan jay-z akan segera hadir? pasangan memulai ...,1
"paskah 2014: tanggal, sejarah, tradisi",1
saya tidak akan pernah membeli oculus rift,2
viber untuk iphone mendapat perombakan desain yang telah lama ditunggu-tunggu,2
astrazeneca mematok kembali ftse inggris setelah pengambilalihan ditolak,0
"microsoft mengeluarkan peringatan, bug internet explorer memungkinkan peretas mengontrol pc anda",2
disney channel tayang perdana seri baru girl meets world malam ini,1
harga ue berada pada level terendah selama lima tahun terakhir,0
perusahaan nuklir perancis areva mencapai kesepakatan penambangan uranium dengan niger setelah ...,0
nasa akan menyiarkan langsung hujan meteor,2
dancing with the stars akhirnya menobatkan juara di final bertabur bintang ...,1
fbi menyelidiki insiden yang melibatkan 2 pesawat,0
sampai ke jantung heartbleed,2
penangkapan lain untuk short,1
tingkat pengangguran milam turun lagi,0
saksikan: walter white membantu seorang pria mendapatkan kencan untuk pesta prom,1
l'wren scott: ada sisi gelap dalam glamor catwalk,1
argumen perubahan iklim yang baru: pemanasan global baik bagi anda,2
heartbleed 101: cara melindungi diri anda terhadap ancaman keamanan internet terbesar,2
festival musik ultra dirusak oleh penangkapan & insiden,1
tingkat pengangguran turun menjadi 7% karena orang-orang meninggalkan pasar tenaga kerja,0
google siap membuat mobil yang benar-benar tanpa pengemudi,2
ejaan tori kepada dean mcdermott: 'saya tidak akan mempercayaimu lagi',1
box membayar $172 juta untuk memikat pengguna baru dengan barang gratis tahun lalu,0
apple inc memangkas harga mac book pro di india sebesar rs 11000,2
pergeseran industri sinyal pergerakan perusahaan asuransi kesehatan terbesar,0
teori beras: mengapa budaya timur lebih kooperatif,0
kim kardashian melanggar aturan mode dengan denim ganda,1
taylor swift: musik adalah seni dan tidak boleh gratis,1
perhatikan: dave chappelle hadir saat kelahiran kanye west!,1
jaringan sony playstation online lagi,2
jaringan perangkat lunak berbahaya terganggu oleh operasi yang dipimpin as,2
john legend nyanyikan all of me saat pernikahan kim kardashian dan kanye west ...,1
ketidakpastian berputar pada hujan meteor yang diprediksi pada hari sabtu,2
khloe kardashian merayakan ulang tahunnya yang ke-30 di tengah hujan hadiah besar,1
anak manis berusia 5 tahun sangat terpukul setelah mengetahui adik laki-lakinya harus tumbuh dewasa,1
memvisualisasikan banyaknya es yang mencair di antartika,2
para astronom menemukan asteroid pertama yang bercincin,2
ya ampun! jangan khawatir - bintangnya tidak akan meninggalkan acara tv terkenal » kildare nationalist,1
seri twin peaks lengkap hadir dalam blu-ray pada bulan juli,1
lihat siapa yang menggeser oprah dari peringkat 1 di daftar 100 selebriti 'forbes',1
hbo go crash untuk final detektif sejati,1
pakar energi: kenaikan harga minyak yang didorong oleh irak kemungkinan hanya bersifat sementara,0
akun twitter lea michele juga diretas,1
lagarde dari imf diselidiki dalam kasus penipuan,0
amazon mempertimbangkan layanan streaming yang didukung iklan,2
komputasi awan memberikan peningkatan kekuatan pada aplikasi seluler adobe,0
"samsung dan perusahaan sepeda as, trek, menjajakan produk kebugaran",2
